Ticker,Price_Date,Statement_Date,Availability_Date,Period_Type,WACC_Mode,No_Lookahead_Pass,Days_Since_Available,Price,FCF,Shares,WACC,Net_Debt,Actual_Revenue_Growth,Implied_Growth_Rate,Signal_Score,Intrinsic_Value,Rebalance_Date,Universe_Count,Excluded_Count,End_Date,End_Price_Date,End_Price,Forward_Return,Benchmark_Return,Active_Return,Horizon_Months
TTB.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,1.4479193687438965,46553409000.0,97094000000.0,0.1,128908496000.0,0.0,-0.160064697265625,0.160064697265625,1.4478323315138912,2023-10-02,50,20,2024-01-02,2023-12-28,1.456899642944336,0.006202192189907585,-0.036482780597410724,0.04268497278731831,3
IVL.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,24.08738136291504,49420150000.0,5614552000.0,0.1,233102181000.0,0.0,-0.10731315612792969,0.10731315612792969,24.087109534104812,2023-10-02,50,20,2024-01-02,2023-12-28,25.495384216308597,0.05845396110850487,-0.036482780597410724,0.0949367417059156,3
BBL.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,149.57601928710938,70786130000.0,1908843000.0,0.1,366617301000.0,0.0,-0.062067508697509766,0.062067508697509766,149.57588343916902,2023-10-02,50,20,2024-01-02,2023-12-28,140.17153930664062,-0.06287424966442623,-0.036482780597410724,-0.026391469067015505,3
MINT.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,30.09478759765625,25119683220.0,5314000000.0,0.1,185830843779.0,0.0,0.026611328125,-0.026611328125,30.095426242947994,2023-10-02,50,20,2024-01-02,2023-12-28,28.184005737304688,-0.06349211982809844,-0.036482780597410724,-0.027009339230687712,3
ADVANC.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,195.08372497558597,38046594290.0,2974000000.0,0.1,119401689939.0,0.0,0.09331893920898438,-0.09331893920898438,195.0830565406651,2023-10-02,50,20,2024-01-02,2023-12-28,185.6717834472656,-0.0482456521142306,-0.036482780597410724,-0.011762871516819873,3
SCGP.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,35.539451599121094,10048042000.0,4296744444.0,0.1,40203034000.0,0.0,0.10348129272460938,-0.10348129272460938,35.540086566076894,2023-10-02,50,20,2024-01-02,2023-12-28,33.44889068603516,-0.05882366831843944,-0.036482780597410724,-0.022340887721028713,3
EGCO.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,102.14225006103516,6318215000.0,526465000.0,0.1,77952903000.0,0.0,0.12305068969726562,-0.12305068969726562,102.14276697248206,2023-10-02,50,20,2024-01-02,2023-12-28,110.79837799072266,0.08474581208574339,-0.036482780597410724,0.12122859268315411,3
BJC.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,28.081430435180664,12572607944.0,4007797000.0,0.1,160517182412.0,0.0,0.13283538818359375,-0.13283538818359375,28.0819719708003,2023-10-02,50,20,2024-01-02,2023-12-28,23.40119171142578,-0.16666667798701018,-0.036482780597410724,-0.13018389738959946,3
TOP.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,42.91169357299805,11142603471.0,2090000000.0,0.1,155444425356.0,0.0,0.13591670989990234,-0.13591670989990234,42.912019628473544,2023-10-02,50,20,2024-01-02,2023-12-28,46.59603118896485,0.08585859259316564,-0.036482780597410724,0.12234137319057636,3
RATCH.BK,2023-10-02,2022-12-31,2023-02-14,annual,fixed,True,230,26.89949607849121,5118758527.0,1833356000.0,0.1,64633962964.0,0.0,0.138763427734375,-0.138763427734375,26.899308283755715,2023-10-02,50,20,2024-01-02,2023-12-28,27.33336067199707,0.01612909744628177,-0.036482780597410724,0.052611878043692495,3
