Ticker,Price_Date,Statement_Date,Availability_Date,Period_Type,WACC_Mode,No_Lookahead_Pass,Days_Since_Available,Price,FCF,Shares,WACC,Net_Debt,Actual_Revenue_Growth,Implied_Growth_Rate,Signal_Score,Intrinsic_Value,Rebalance_Date,Universe_Count,Excluded_Count,End_Date,End_Price_Date,End_Price,Forward_Return,Benchmark_Return,Active_Return,Horizon_Months
TTB.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,1.1584171056747437,46553409000.0,97094000000.0,0.06,128908496000.0,0.0,-0.3018798828125,0.3018798828125,1.1586609025634462,2023-03-31,50,20,2024-03-31,2024-03-29,1.5877591371536257,0.3706281868384558,-0.14369525670024275,0.5143234435386985,12
IVL.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,31.07748413085937,49420150000.0,5614552000.0,0.06,233102181000.0,0.0,-0.22166824340820312,0.22166824340820312,31.07658717064569,2023-03-31,50,20,2024-03-31,2024-03-29,22.173967361450195,-0.2864941297023509,-0.14369525670024275,-0.14279887300210814,12
BBL.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,131.53057861328125,70786130000.0,1908843000.0,0.06,366617301000.0,0.0,-0.21160316467285156,0.21160316467285156,131.530705004958,2023-03-31,50,20,2024-03-31,2024-03-29,124.49742126464844,-0.053471652164712946,-0.14369525670024275,0.0902236045355298,12
MINT.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,30.33477210998535,25119683220.0,5314000000.0,0.06,185830843779.0,0.0,-0.1267566680908203,0.1267566680908203,30.335444795817175,2023-03-31,50,20,2024-03-31,2024-03-29,31.76671600341797,0.047204702518970354,-0.14369525670024275,0.1908999592192131,12
ADVANC.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,178.1399383544922,38046594290.0,2974000000.0,0.06,119401689939.0,0.0,-0.08585977554321289,0.08585977554321289,178.14000837613148,2023-03-31,50,20,2024-03-31,2024-03-29,179.2845001220703,0.00642507108821655,-0.14369525670024275,0.1501203277884593,12
SCGP.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,42.377418518066406,10048042000.0,4296744444.0,0.06,40203034000.0,0.0,-0.033733367919921875,0.033733367919921875,42.378314714390754,2023-03-31,50,20,2024-03-31,2024-03-29,26.48037338256836,-0.3751300973824253,-0.14369525670024275,-0.23143484068218256,12
TOP.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,44.91173553466797,11142603471.0,2090000000.0,0.06,155444425356.0,0.0,-0.03141593933105469,0.03141593933105469,44.91159262841908,2023-03-31,50,20,2024-03-31,2024-03-29,54.14809036254883,0.20565570931346433,-0.14369525670024275,0.3493509660137071,12
CPALL.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,58.64326477050781,39616981354.0,8983000000.0,0.06,375458052407.0,0.0,-0.027776718139648438,0.027776718139648438,58.64332024655337,2023-03-31,50,20,2024-03-31,2024-03-29,52.39265060424805,-0.10658707680618851,-0.14369525670024275,0.03710817989405424,12
EGCO.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,131.3135528564453,6318215000.0,526465000.0,0.06,77952903000.0,0.0,-0.023256301879882812,0.023256301879882812,131.3129453183136,2023-03-31,50,20,2024-03-31,2024-03-29,101.42677307128906,-0.22759859233897273,-0.14369525670024275,-0.08390333563872998,12
BJC.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,35.06106185913086,12572607944.0,4007797000.0,0.06,160517182412.0,0.0,-0.017436981201171875,0.017436981201171875,35.06058499445694,2023-03-31,50,20,2024-03-31,2024-03-29,22.839563369750977,-0.34857753420257775,-0.14369525670024275,-0.204882277502335,12
