Ticker,Price_Date,Statement_Date,Availability_Date,Period_Type,WACC_Mode,No_Lookahead_Pass,Days_Since_Available,Price,FCF,Shares,WACC,Net_Debt,Actual_Revenue_Growth,Implied_Growth_Rate,Signal_Score,Intrinsic_Value,Rebalance_Date,Universe_Count,Excluded_Count,End_Date,End_Price_Date,End_Price,Forward_Return,Benchmark_Return,Active_Return,Horizon_Months
TTB.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,1.1584171056747437,46553409000.0,97094000000.0,0.06,128908496000.0,0.0,-0.3018798828125,0.3018798828125,1.1586609025634462,2023-03-31,50,20,2023-06-30,2023-06-30,1.3124414682388306,0.13296105678133285,-0.06591600978310264,0.1988770665644355,3
IVL.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,31.07748413085937,49420150000.0,5614552000.0,0.06,233102181000.0,0.0,-0.22166824340820312,0.22166824340820312,31.07658717064569,2023-03-31,50,20,2023-06-30,2023-06-30,31.46158599853516,0.012359490429097564,-0.06591600978310264,0.0782755002122002,3
BBL.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,131.53057861328125,70786130000.0,1908843000.0,0.06,366617301000.0,0.0,-0.21160316467285156,0.21160316467285156,131.530705004958,2023-03-31,50,20,2023-06-30,2023-06-30,141.1476593017578,0.0731166911137231,-0.06591600978310264,0.13903270089682573,3
MINT.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,30.33477210998535,25119683220.0,5314000000.0,0.06,185830843779.0,0.0,-0.1267566680908203,0.1267566680908203,30.335444795817175,2023-03-31,50,20,2023-06-30,2023-06-30,32.4779167175293,0.07064976785629073,-0.06591600978310264,0.13656577763939337,3
ADVANC.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,178.1399383544922,38046594290.0,2974000000.0,0.06,119401689939.0,0.0,-0.08585977554321289,0.08585977554321289,178.14000837613148,2023-03-31,50,20,2023-06-30,2023-06-30,179.8204803466797,0.009433830547551203,-0.06591600978310264,0.07534984033065384,3
SCGP.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,42.377418518066406,10048042000.0,4296744444.0,0.06,40203034000.0,0.0,-0.033733367919921875,0.033733367919921875,42.378314714390754,2023-03-31,50,20,2023-06-30,2023-06-30,34.39126205444336,-0.18845311354249616,-0.06591600978310264,-0.12253710375939353,3
TOP.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,44.91173553466797,11142603471.0,2090000000.0,0.06,155444425356.0,0.0,-0.03141593933105469,0.03141593933105469,44.91159262841908,2023-03-31,50,20,2023-06-30,2023-06-30,37.85417938232422,-0.1571428061802672,-0.06591600978310264,-0.09122679639716458,3
CPALL.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,58.64326477050781,39616981354.0,8983000000.0,0.06,375458052407.0,0.0,-0.027776718139648438,0.027776718139648438,58.64332024655337,2023-03-31,50,20,2023-06-30,2023-06-30,59.8089599609375,0.019877733529868546,-0.06591600978310264,0.08579374331297118,3
EGCO.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,131.3135528564453,6318215000.0,526465000.0,0.06,77952903000.0,0.0,-0.023256301879882812,0.023256301879882812,131.3129453183136,2023-03-31,50,20,2023-06-30,2023-06-30,110.20204162597656,-0.1607717617201957,-0.06591600978310264,-0.09485575193709306,3
BJC.BK,2023-03-31,2022-12-31,2023-02-14,annual,fixed,True,45,35.06106185913086,12572607944.0,4007797000.0,0.06,160517182412.0,0.0,-0.017436981201171875,0.017436981201171875,35.06058499445694,2023-03-31,50,20,2023-06-30,2023-06-30,32.38924026489258,-0.07620481105145038,-0.06591600978310264,-0.010288801268347747,3
