Ticker,Price_Date,Statement_Date,Availability_Date,Period_Type,WACC_Mode,No_Lookahead_Pass,Days_Since_Available,Price,FCF,Shares,WACC,Net_Debt,Actual_Revenue_Growth,Implied_Growth_Rate,Signal_Score,Intrinsic_Value,Rebalance_Date,Universe_Count,Excluded_Count,End_Date,End_Price_Date,End_Price,Forward_Return,Benchmark_Return,Active_Return,Horizon_Months
AOT.BK,2024-04-01,2023-09-30,2023-11-14,annual,fixed,True,139,63.69542694091797,5269658894.0,14285700000.0,0.06,55384119007.0,1.907056030363309,0.48462677001953125,1.4224292603437778,63.69558858716057,2024-04-01,50,15,2024-07-01,2024-07-01,56.158939361572266,-0.11832070120726768,-0.05808710964807495,-0.06023359155919272,3
BBL.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,124.49742126464844,110058999000.0,1908843000.0,0.06,473061020000.0,0.2352337042234515,-0.2644948959350586,0.49972860015851006,124.49744597153425,2024-04-01,50,15,2024-07-01,2024-07-01,121.15010833740234,-0.02688660450348279,-0.05808710964807495,0.03120050514459216,3
MINT.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,31.52787208557129,29240934690.0,5479000000.0,0.06,183214623848.0,0.2237967270720304,-0.15066909790039062,0.37446582497242104,31.52716968676083,2024-04-01,50,15,2024-07-01,2024-07-01,28.70116806030273,-0.08965730441929187,-0.05808710964807495,-0.03157019477121692,3
CPN.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,58.414947509765625,19898007759.0,4488000000.0,0.06,120154806799.0,0.2821903946987536,-0.062286376953125,0.3444767716518786,58.41535516949718,2024-04-01,50,15,2024-07-01,2024-07-01,51.02649688720703,-0.12648219227319202,-0.05808710964807495,-0.06839508262511707,3
CCET.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,2.294170379638672,11651127561.0,6428153000.0,0.06,17417417506.0,-0.1238979823102164,-0.4051513671875,0.2812533848772836,2.294537168389102,2024-04-01,50,15,2024-07-01,2024-07-01,3.65575122833252,0.5934959586167681,-0.05808710964807495,0.651583068264843,3
OR.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,16.848590850830078,28829293622.0,12058768179.0,0.06,-15560274183.0,-0.0253790588577904,-0.263153076171875,0.2377740173140846,16.84904292077505,2024-04-01,50,15,2024-07-01,2024-07-01,14.893781661987305,-0.11602211758536862,-0.05808710964807495,-0.05793500793729367,3
AWC.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,3.952580213546753,2690072194.0,32013716000.0,0.06,70540783275.0,0.463910372843862,0.23699951171875,0.226910861125112,3.9524891875102224,2024-04-01,50,15,2024-07-01,2024-07-01,3.3999998569488525,-0.139802439607432,-0.05808710964807495,-0.08171532995935704,3
CENTEL.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,41.344913482666016,2807020487.0,1350000000.0,0.06,24586374912.0,0.231912841496547,0.020259857177734375,0.21165298431881263,41.345392707088465,2024-04-01,50,15,2024-07-01,2024-07-01,38.8119010925293,-0.06126539341287274,-0.05808710964807495,-0.0031782837647977846,3
TISCO.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,84.88508605957031,7261251000.0,800655000.0,0.06,18471289000.0,0.0553973029748231,-0.15485477447509766,0.21025207744992075,84.88499432375342,2024-04-01,50,15,2024-07-01,2024-07-01,86.46959686279297,0.018666539397871107,-0.05808710964807495,0.07675364904594606,3
CPALL.BK,2024-04-01,2023-12-31,2024-02-14,annual,fixed,True,47,52.15341567993164,58828831358.0,8983000000.0,0.06,360292526701.0,0.0798242383212359,-0.12302017211914062,0.20284441044037654,52.15385965364219,2024-04-01,50,15,2024-07-01,2024-07-01,53.55121994018555,0.026801777832391682,-0.05808710964807495,0.08488888748046663,3
